n=6
s=0 t=5

0 	1 	0.667 	0 	0.333 	0 	
0 	0 	0.667 	0.333 	0 	1 	
-0 	0 	0 	0 	1 	0 	

0 	0 	1 	0 	0 	-0 	
0 	0 	0.667 	0.667 	0.667 	0 	
1 	0.667 	0 	0.333 	0 	0 	
0 	0.667 	0.333 	0 	0.667 	0.333 	
0 	0.667 	0 	0.667 	0 	0.667 	
-0 	0 	0 	0.333 	0.667 	0 	

0 	0.333 	0 	0.667 	0 	-0 	
0.333 	0 	1 	0 	0.667 	0 	
0 	1 	0 	0.667 	0 	0.333 	
0.667 	0 	0.667 	0 	0.667 	0 	
0 	0.667 	0 	0.667 	0 	0.667 	
-0 	0 	0.333 	0 	0.667 	0 	
_______________________________________________________________________________
n=7
s=0 t=6

0 	0.333 	0 	0 	0.667 	2 	-0 	
0.333 	0 	0.667 	0.667 	0.333 	0 	0 	
0 	0.667 	0 	0.333 	1 	0 	0 	
0 	0.667 	0.333 	0 	0 	0 	1 	
0.667 	0.333 	1 	0 	0 	0 	0 	
2 	0 	0 	0 	0 	0 	0 	
-0 	0 	0 	1 	0 	0 	0 	

0 	0 	0 	0.333 	0 	0.667 	0 	
0 	0 	0 	0.667 	0 	0.667 	0.667 	
0 	0 	0 	0.667 	1 	0 	0.333 	
0.333 	0.667 	0.667 	0 	0.333 	0 	0 	
0 	0 	1 	0.333 	0 	0.667 	0 	
0.667 	0.667 	0 	0 	0.667 	0 	0 	
0 	0.667 	0.333 	0 	0 	0 	0 	

0 	0 	0.333 	0 	0 	0.667 	0 	
0 	0 	1 	0 	1 	0 	0 	
0.333 	1 	0 	0 	0 	0.667 	0 	
0 	0 	0 	0 	0.667 	0.667 	0.667 	
0 	1 	0 	0.667 	0 	0 	0.333 	
0.667 	0 	0.667 	0.667 	0 	0 	0 	
0 	0 	0 	0.667 	0.333 	0 	0 	

0 	0.667 	0 	0.333 	0 	0 	-0 	
0.667 	0 	0.667 	0 	0 	0.667 	0 	
0 	0.667 	0 	0.667 	0 	0 	0.667 	
0.333 	0 	0.667 	0 	1 	0 	0 	
0 	0 	0 	1 	0 	1 	0 	
0 	0.667 	0 	0 	1 	0 	0.333 	
-0 	0 	0.667 	0 	0 	0.333 	0 	

0 	0 	0 	0 	1 	0 	-0 	
0 	0 	0.6 	0.2 	0.8 	0.4 	0 	
0 	0.6 	0 	1 	0 	0 	0.4 	
0 	0.2 	1 	0 	0 	0.8 	0 	
1 	0.8 	0 	0 	0 	0.2 	0 	
0 	0.4 	0 	0.8 	0.2 	0 	0.6 	
-0 	0 	0.4 	0 	0 	0.6 	0 	

0 	0 	0.429 	0.571 	0 	0 	0 	
0 	0 	1 	0.286 	0 	0.714 	0 	
0.429 	1 	0 	0.143 	0 	0 	0.429 	
0.571 	0.286 	0.143 	0 	0.571 	0.429 	0 	
0 	0 	0 	0.571 	0 	0.857 	0.571 	
0 	0.714 	0 	0.429 	0.857 	0 	0 	
0 	0 	0.429 	0 	0.571 	0 	0 	

0 	0.333 	0 	0 	0 	0.667 	-0 	
0.333 	0 	1 	0.333 	0.333 	0 	0 	
0 	1 	0 	0 	0 	0.667 	0.333 	
0 	0.333 	0 	0 	1 	0.333 	0.333 	
0 	0.333 	0 	1 	0 	0.333 	0.333 	
0.667 	0 	0.667 	0.333 	0.333 	0 	0 	
-0 	0 	0.333 	0.333 	0.333 	0 	0 	

0 	0 	0.4 	0.6 	0 	0 	-0 	
0 	0 	0.4 	0 	1 	0 	0.6 	
0.4 	0.4 	0 	0.8 	0.2 	0.2 	0 	
0.6 	0 	0.8 	0 	0 	0.6 	0 	
0 	1 	0.2 	0 	0 	0.8 	0 	
0 	0 	0.2 	0.6 	0.8 	0 	0.4 	
-0 	0.6 	0 	0 	0 	0.4 	0 	

0 	0.25 	0 	0.75 	0 	0 	0 	
0.25 	0 	0 	0 	1 	0 	0.75 	
0 	0 	0 	0.5 	0.5 	1 	0 	
0.75 	0 	0.5 	0 	0 	0.5 	0.25 	
0 	1 	0.5 	0 	0 	0.5 	0 	
0 	0 	1 	0.5 	0.5 	0 	0 	
0 	0.75 	0 	0.25 	0 	0 	0 	

0 	0 	0 	0 	0 	1 	-0 	
0 	0 	0.667 	0.667 	0 	0 	0.667 	
0 	0.667 	0 	0 	0.667 	0.667 	0 	
0 	0.667 	0 	0 	1 	0.333 	0 	
0 	0 	0.667 	1 	0 	0 	0.333 	
1 	0 	0.667 	0.333 	0 	0 	0 	
-0 	0.667 	0 	0 	0.333 	0 	0 	

0 	0.4 	0 	0 	0.6 	0 	0 	
0.4 	0 	1 	0.6 	0 	0 	0 	
0 	1 	0 	0.2 	0.8 	0 	0 	
0 	0.6 	0.2 	0 	0.4 	0.8 	0 	
0.6 	0 	0.8 	0.4 	0 	0.2 	0 	
0 	0 	0 	0.8 	0.2 	0 	1 	
0 	0 	0 	0 	0 	1 	0 	

0 	1 	0 	0 	0 	0 	0 	
1 	0 	1 	0 	0 	0.5 	0 	
0 	1 	0 	1 	0 	0 	0 	
0 	0 	1 	0 	0 	0 	1 	
0 	0 	0 	0 	0 	1 	1 	
0 	0.5 	0 	0 	1 	0 	0.5 	
0 	0 	0 	1 	1 	0.5 	0 	

0 	1 	0 	0 	0 	0 	-0 	
1 	0 	0.667 	0.333 	0 	0 	0 	
0 	0.667 	0 	0.667 	0 	0.667 	0 	
0 	0.333 	0.667 	0 	1 	0 	0 	
0 	0 	0 	1 	0 	0.667 	0.333 	
0 	0 	0.667 	0 	0.667 	0 	0.667 	
-0 	0 	0 	0 	0.333 	0.667 	0 	

0 	0.222 	0 	0.333 	0 	0.444 	0 	
0.222 	0 	0.222 	1 	0 	0.556 	0 	
0 	0.222 	0 	0 	0.667 	0.889 	0.222 	
0.333 	1 	0 	0 	0.667 	0 	0 	
0 	0 	0.667 	0.667 	0 	0 	0.667 	
0.444 	0.556 	0.889 	0 	0 	0 	0.111 	
0 	0 	0.222 	0 	0.667 	0.111 	0 	

0 	0 	0 	1 	0 	0 	-0 	
0 	0 	0.333 	0.333 	0 	1 	0.333 	
0 	0.333 	0 	0.667 	0.667 	0.333 	0 	
1 	0.333 	0.667 	0 	0 	0 	0 	
0 	0 	0.667 	0 	0 	0.667 	0.667 	
0 	1 	0.333 	0 	0.667 	0 	0 	
-0 	0.333 	0 	0 	0.667 	0 	0 	

0 	0 	1 	0 	0 	0 	-0 	
0 	0 	0.333 	0.667 	1 	0 	0 	
1 	0.333 	0 	0 	0 	0.667 	0 	
0 	0.667 	0 	0 	0 	0.667 	0.667 	
0 	1 	0 	0 	0 	0.667 	0.333 	
0 	0 	0.667 	0.667 	0.667 	0 	0 	
-0 	0 	0 	0.667 	0.333 	0 	0 	

0 	0 	0 	1 	0 	0 	0 	
0 	0 	0.667 	1 	0 	0.333 	0 	
0 	0.667 	0 	0 	0.667 	0.667 	0 	
1 	1 	0 	0 	0 	0 	0 	
0 	0 	0.667 	0 	0 	0.667 	0.667 	
0 	0.333 	0.667 	0 	0.667 	0 	0.333 	
0 	0 	0 	0 	0.667 	0.333 	0 	

0 	0.333 	0.667 	0 	0 	0 	0 	
0.333 	0 	0 	0 	1 	1.33 	0 	
0.667 	0 	0 	0.667 	0 	0.667 	0 	
0 	0 	0.667 	0 	0 	0 	1.33 	
0 	1 	0 	0 	0 	0 	1 	
0 	1.33 	0.667 	0 	0 	0 	0 	
0 	0 	0 	1.33 	1 	0 	0 	

0 	0 	0 	0 	0 	1 	-0 	
0 	0 	2 	0.667 	0.333 	0.667 	0.333 	
0 	2 	0 	0 	0 	0 	0 	
0 	0.667 	0 	0 	1 	0.333 	0 	
0 	0.333 	0 	1 	0 	0 	0.667 	
1 	0.667 	0 	0.333 	0 	0 	0 	
-0 	0.333 	0 	0 	0.667 	0 	0 	

0 	0.667 	0.333 	0 	0 	0 	-0 	
0.667 	0 	0.333 	0 	0 	1 	0 	
0.333 	0.333 	0 	0.667 	0 	0.667 	0 	
0 	0 	0.667 	0 	1 	0.333 	0 	
0 	0 	0 	1 	0 	0 	1 	
0 	1 	0.667 	0.333 	0 	0 	0 	
-0 	0 	0 	0 	1 	0 	0 	
_______________________________________________________________________________
n=8
s=0 t=7

0 	0 	0 	0 	0.75 	0.25 	0 	0 	
0 	0 	0 	0.5 	0.5 	0 	1 	0 	
0 	0 	0 	0.75 	0 	0.5 	0 	0.75 	
0 	0.5 	0.75 	0 	0.75 	0 	0 	0 	
0.75 	0.5 	0 	0.75 	0 	0 	0 	0 	
0.25 	0 	0.5 	0 	0 	0 	1 	0.25 	
0 	1 	0 	0 	0 	1 	0 	0 	
0 	0 	0.75 	0 	0 	0.25 	0 	0 	

0 	0 	0 	0.25 	0 	0.75 	0 	-0 	
0 	0 	0 	0 	0.5 	0.5 	1 	0 	
0 	0 	0 	0.75 	0.75 	0 	0.5 	0 	
0.25 	0 	0.75 	0 	0 	0.75 	0.25 	0 	
0 	0.5 	0.75 	0 	0 	0 	0 	0.75 	
0.75 	0.5 	0 	0.75 	0 	0 	0 	0 	
0 	1 	0.5 	0.25 	0 	0 	0 	0.25 	
-0 	0 	0 	0 	0.75 	0 	0.25 	0 	

0 	0 	0.667 	0 	0.333 	0 	0 	-0 	
0 	0 	0 	0 	2 	0 	0 	0 	
0.667 	0 	0 	0 	0 	0.667 	0.667 	0 	
0 	0 	0 	0 	0.667 	0 	0.667 	0.667 	
0.333 	2 	0 	0.667 	0 	0.667 	0 	0.333 	
0 	0 	0.667 	0 	0.667 	0 	0.667 	0 	
0 	0 	0.667 	0.667 	0 	0.667 	0 	0 	
-0 	0 	0 	0.667 	0.333 	0 	0 	0 	

0 	0 	0 	0.667 	0.167 	0 	0.167 	0 	
0 	0 	0 	0 	0 	0 	2 	0 	
0 	0 	0 	0.667 	0.5 	0.667 	0.167 	0 	
0.667 	0 	0.667 	0 	0 	0 	0.667 	0 	
0.167 	0 	0.5 	0 	0 	0.333 	1 	0 	
0 	0 	0.667 	0 	0.333 	0 	0 	1 	
0.167 	2 	0.167 	0.667 	1 	0 	0 	0 	
0 	0 	0 	0 	0 	1 	0 	0 	

0 	1 	0 	2 	0 	0 	0 	0 	
1 	0 	0.333 	0 	0.667 	0 	0 	0 	
0 	0.333 	0 	0 	0 	0.667 	1 	0 	
2 	0 	0 	0 	0 	0 	0 	0 	
0 	0.667 	0 	0 	0 	0.667 	0.667 	0 	
0 	0 	0.667 	0 	0.667 	0 	0 	0.667 	
0 	0 	1 	0 	0.667 	0 	0 	0.333 	
0 	0 	0 	0 	0 	0.667 	0.333 	0 	

0 	0 	0 	0 	1 	0 	0 	-0 	
0 	0 	0.667 	0 	0.667 	0 	0.667 	0 	
0 	0.667 	0 	1 	0 	0 	0.333 	0 	
0 	0 	1 	0 	0.333 	0 	0.333 	0.333 	
1 	0.667 	0 	0.333 	0 	2 	0 	0 	
0 	0 	0 	0 	2 	0 	0 	0 	
0 	0.667 	0.333 	0.333 	0 	0 	0 	0.667 	
-0 	0 	0 	0.333 	0 	0 	0.667 	0 	

0 	0 	0 	0 	1 	0 	0 	0 	
0 	0 	0.5 	0.5 	0 	0 	0.25 	0.75 	
0 	0.5 	0 	0 	0 	1 	0.25 	0.25 	
0 	0.5 	0 	0 	0 	1 	0.5 	0 	
1 	0 	0 	0 	0 	0 	1 	0 	
0 	0 	1 	1 	0 	0 	0 	0 	
0 	0.25 	0.25 	0.5 	1 	0 	0 	0 	
0 	0.75 	0.25 	0 	0 	0 	0 	0 	

0 	0 	0.667 	0.333 	0 	0 	0 	0 	
0 	0 	0.667 	0 	0 	1 	0 	0.333 	
0.667 	0.667 	0 	0 	0.667 	0 	0 	0 	
0.333 	0 	0 	0 	0 	1 	0.667 	0 	
0 	0 	0.667 	0 	0 	0 	1 	0.333 	
0 	1 	0 	1 	0 	0 	0 	0 	
0 	0 	0 	0.667 	1 	0 	0 	0.333 	
0 	0.333 	0 	0 	0.333 	0 	0.333 	0 	

0 	0 	0.333 	0 	0 	0.667 	0 	-0 	
0 	0 	1 	0.333 	0 	0 	0.667 	0 	
0.333 	1 	0 	0.667 	0 	0 	0 	0 	
0 	0.333 	0.667 	0 	0 	0.667 	0 	0.333 	
0 	0 	0 	0 	0 	2 	0 	0 	
0.667 	0 	0 	0.667 	2 	0 	0.667 	0 	
0 	0.667 	0 	0 	0 	0.667 	0 	0.667 	
-0 	0 	0 	0.333 	0 	0 	0.667 	0 	

0 	0.25 	0.5 	0 	0.25 	0 	0 	0 	
0.25 	0 	0.5 	1 	0 	0.25 	0 	0 	
0.5 	0.5 	0 	0 	0.5 	0.5 	0 	0 	
0 	1 	0 	0 	0.5 	0 	0.5 	0 	
0.25 	0 	0.5 	0.5 	0 	0 	0.75 	0 	
0 	0.25 	0.5 	0 	0 	0 	0.5 	0.75 	
0 	0 	0 	0.5 	0.75 	0.5 	0 	0.25 	
0 	0 	0 	0 	0 	0.75 	0.25 	0 	

0 	0 	0.667 	0 	0 	0.333 	0 	0 	
0 	0 	0.667 	0.667 	0 	0.667 	0 	0 	
0.667 	0.667 	0 	0 	0 	0.667 	0 	0 	
0 	0.667 	0 	0 	0 	0.333 	0 	1 	
0 	0 	0 	0 	0 	2 	0 	0 	
0.333 	0.667 	0.667 	0.333 	2 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	2 	
0 	0 	0 	1 	0 	0 	2 	0 	

0 	0.333 	0 	0 	0 	0 	0.667 	0 	
0.333 	0 	1 	0 	0 	0.667 	0 	0 	
0 	1 	0 	0.333 	0.333 	0 	0 	0.333 	
0 	0 	0.333 	0 	0 	0.333 	0.667 	0.667 	
0 	0 	0.333 	0 	0 	1 	0.667 	0 	
0 	0.667 	0 	0.333 	1 	0 	0 	0 	
0.667 	0 	0 	0.667 	0.667 	0 	0 	0 	
0 	0 	0.333 	0.667 	0 	0 	0 	0 	

0 	0 	0 	0.4 	0 	0 	0.6 	0 	
0 	0 	0.4 	0 	0.4 	0.2 	0 	1 	
0 	0.4 	0 	0 	1 	0.2 	0.4 	0 	
0.4 	0 	0 	0 	0.6 	0.8 	0.2 	0 	
0 	0.4 	1 	0.6 	0 	0 	0 	0 	
0 	0.2 	0.2 	0.8 	0 	0 	0.8 	0 	
0.6 	0 	0.4 	0.2 	0 	0.8 	0 	0 	
0 	1 	0 	0 	0 	0 	0 	0 	

0 	0.333 	0 	0 	0 	0.667 	0 	0 	
0.333 	0 	0 	0.333 	1 	0.333 	0 	0 	
0 	0 	0 	1 	0 	0 	0.667 	0.333 	
0 	0.333 	1 	0 	0 	0.667 	0 	0 	
0 	1 	0 	0 	0 	0.333 	0.667 	0 	
0.667 	0.333 	0 	0.667 	0.333 	0 	0 	0 	
0 	0 	0.667 	0 	0.667 	0 	0 	0.667 	
0 	0 	0.333 	0 	0 	0 	0.667 	0 	

0 	0 	0 	0 	0 	0.6 	0.4 	0 	
0 	0 	0.4 	0 	0 	1 	0 	0.6 	
0 	0.4 	0 	0 	0.2 	0.4 	1 	0 	
0 	0 	0 	0 	1 	0 	0 	1 	
0 	0 	0.2 	1 	0 	0 	0 	0.8 	
0.6 	1 	0.4 	0 	0 	0 	0 	0 	
0.4 	0 	1 	0 	0 	0 	0 	0.6 	
0 	0.6 	0 	1 	0.8 	0 	0.6 	0 	

0 	0 	0 	0 	0 	0 	1 	-0 	
0 	0 	0.4 	0.2 	0.8 	0 	0 	0.6 	
0 	0.4 	0 	0 	0.6 	1 	0 	0 	
0 	0.2 	0 	0 	0 	1 	0.4 	0.4 	
0 	0.8 	0.6 	0 	0 	0 	0.6 	0 	
0 	0 	1 	1 	0 	0 	0 	0 	
1 	0 	0 	0.4 	0.6 	0 	0 	0 	
-0 	0.6 	0 	0.4 	0 	0 	0 	0 	

0 	0 	0 	0.4 	0 	0.6 	0 	-0 	
0 	0 	0 	0 	0.8 	0.2 	1 	0 	
0 	0 	0 	1 	0.2 	0.8 	0 	0 	
0.4 	0 	1 	0 	0.6 	0 	0 	0 	
0 	0.8 	0.2 	0.6 	0 	0.4 	0 	0 	
0.6 	0.2 	0.8 	0 	0.4 	0 	0 	0 	
0 	1 	0 	0 	0 	0 	0 	1 	
-0 	0 	0 	0 	0 	0 	1 	0 	

0 	0.333 	0 	0.333 	0.333 	0 	0 	0 	
0.333 	0 	2 	0 	0.333 	1 	0 	0.333 	
0 	2 	0 	0 	0 	0 	0 	0 	
0.333 	0 	0 	0 	1 	0.333 	0.333 	0 	
0.333 	0.333 	0 	1 	0 	0 	0.333 	0 	
0 	1 	0 	0.333 	0 	0 	0.667 	0 	
0 	0 	0 	0.333 	0.333 	0.667 	0 	0.667 	
0 	0.333 	0 	0 	0 	0 	0.667 	0 	

0 	0 	0 	0.333 	1.33 	0 	0 	-0 	
0 	0 	1 	1 	0 	0 	0 	0 	
0 	1 	0 	0 	0 	0 	0 	1 	
0.333 	1 	0 	0 	0 	0.667 	0 	0 	
1.33 	0 	0 	0 	0 	0.667 	0 	0 	
0 	0 	0 	0.667 	0.667 	0 	0.667 	0 	
0 	0 	0 	0 	0 	0.667 	0 	1.33 	
-0 	0 	1 	0 	0 	0 	1.33 	0 	

0 	0.333 	0 	0 	0.667 	0 	0 	-0 	
0.333 	0 	0.667 	0.333 	0.667 	0 	0 	0 	
0 	0.667 	0 	0.667 	0.667 	0 	2 	0 	
0 	0.333 	0.667 	0 	0 	0 	0 	1 	
0.667 	0.667 	0.667 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	2 	
0 	0 	2 	0 	0 	0 	0 	0 	
-0 	0 	0 	1 	0 	2 	0 	0 	
_______________________________________________________________________________
n=9
s=0 t=8

0 	0 	1 	0 	0 	0 	0 	0 	-0 	
0 	0 	0 	0.667 	0 	1 	0.333 	0 	0 	
1 	0 	0 	0 	0 	0 	0 	1 	0 	
0 	0.667 	0 	0 	0.667 	0 	0.667 	0 	0 	
0 	0 	0 	0.667 	0 	0 	0.667 	0.667 	0 	
0 	1 	0 	0 	0 	0 	0 	0 	1 	
0 	0.333 	0 	0.667 	0.667 	0 	0 	0.333 	0 	
0 	0 	1 	0 	0.667 	0 	0.333 	0 	0 	
-0 	0 	0 	0 	0 	1 	0 	0 	0 	

0 	0 	0 	0.2 	0 	0.3 	0 	0.5 	0 	
0 	0 	0 	0.2 	0.8 	0 	0.4 	0.6 	0 	
0 	0 	0 	0.8 	0.6 	0 	0 	0 	0.6 	
0.2 	0.2 	0.8 	0 	0 	0.5 	0.3 	0 	0 	
0 	0.8 	0.6 	0 	0 	0 	0 	0.6 	0 	
0.3 	0 	0 	0.5 	0 	0 	1 	0.2 	0 	
0 	0.4 	0 	0.3 	0 	1 	0 	0 	0.3 	
0.5 	0.6 	0 	0 	0.6 	0.2 	0 	0 	0.1 	
0 	0 	0.6 	0 	0 	0 	0.3 	0.1 	0 	

0 	0 	0.667 	0 	0 	0 	0 	0.333 	-0 	
0 	0 	0 	0 	1 	1 	0 	0 	0 	
0.667 	0 	0 	0 	0 	0 	0.667 	0.667 	0 	
0 	0 	0 	0 	0 	1 	0 	0 	1 	
0 	1 	0 	0 	0 	0 	0.667 	0.333 	0 	
0 	1 	0 	1 	0 	0 	0 	0 	0 	
0 	0 	0.667 	0 	0.667 	0 	0 	0.667 	0 	
0.333 	0 	0.667 	0 	0.333 	0 	0.667 	0 	0 	
-0 	0 	0 	1 	0 	0 	0 	0 	0 	

0 	0 	0 	0.556 	0.444 	0 	0 	0 	0 	
0 	0 	0 	0 	1 	1 	0 	0 	0 	
0 	0 	0 	0 	0.333 	0.556 	0.222 	0.444 	0.444 	
0.556 	0 	0 	0 	0.222 	0.444 	0.778 	0 	0 	
0.444 	1 	0.333 	0.222 	0 	0 	0 	0 	0 	
0 	1 	0.556 	0.444 	0 	0 	0 	0 	0 	
0 	0 	0.222 	0.778 	0 	0 	0 	1 	0 	
0 	0 	0.444 	0 	0 	0 	1 	0 	0.556 	
0 	0 	0.444 	0 	0 	0 	0 	0.556 	0 	

0 	0.5 	0 	0 	0 	0.25 	0.25 	0 	-0 	
0.5 	0 	0 	0.5 	0 	0 	0 	1 	0 	
0 	0 	0 	0 	0 	0.75 	0.75 	0 	0.5 	
0 	0.5 	0 	0 	1 	0 	0 	0 	0.5 	
0 	0 	0 	1 	0 	1 	0 	0 	0 	
0.25 	0 	0.75 	0 	1 	0 	0 	0 	0 	
0.25 	0 	0.75 	0 	0 	0 	0 	1 	0 	
0 	1 	0 	0 	0 	0 	1 	0 	0 	
-0 	0 	0.5 	0.5 	0 	0 	0 	0 	0 	

0 	0.333 	0.667 	0 	0 	0 	0 	0 	0 	
0.333 	0 	0.333 	0 	0 	0.667 	0.667 	0 	0 	
0.667 	0.333 	0 	0 	0 	0 	0 	1 	0 	
0 	0 	0 	0 	0 	0.667 	0 	0.667 	0.667 	
0 	0 	0 	0 	0 	0.667 	1 	0.333 	0 	
0 	0.667 	0 	0.667 	0.667 	0 	0 	0 	0 	
0 	0.667 	0 	0 	1 	0 	0 	0 	0.333 	
0 	0 	1 	0.667 	0.333 	0 	0 	0 	0 	
0 	0 	0 	0.667 	0 	0 	0.333 	0 	0 	

0 	0.5 	0 	0 	0 	0.5 	0 	0 	0 	
0.5 	0 	0 	0 	0.25 	0.75 	0.5 	0 	0 	
0 	0 	0 	1 	0 	0 	1 	0 	0 	
0 	0 	1 	0 	1 	0 	0 	0 	0 	
0 	0.25 	0 	1 	0 	0 	0 	0 	0.75 	
0.5 	0.75 	0 	0 	0 	0 	0.5 	0 	0.25 	
0 	0.5 	1 	0 	0 	0.5 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	2 	
0 	0 	0 	0 	0.75 	0.25 	0 	2 	0 	

0 	0 	0 	0 	0 	0 	0.333 	0.667 	-0 	
0 	0 	0 	0 	0.667 	0.333 	0.667 	0 	0.333 	
0 	0 	0 	0.667 	0.333 	1 	0 	0 	0 	
0 	0 	0.667 	0 	0.667 	0 	0 	0.667 	0 	
0 	0.667 	0.333 	0.667 	0 	0 	0.333 	0 	0 	
0 	0.333 	1 	0 	0 	0 	0 	0 	0.667 	
0.333 	0.667 	0 	0 	0.333 	0 	0 	0.667 	0 	
0.667 	0 	0 	0.667 	0 	0 	0.667 	0 	0 	
-0 	0.333 	0 	0 	0 	0.667 	0 	0 	0 	

0 	0.286 	0.714 	0 	0 	0 	0 	0 	0 	
0.286 	0 	0.286 	0 	1 	0 	0.429 	0 	0 	
0.714 	0.286 	0 	1 	0 	0 	0 	0 	0 	
0 	0 	1 	0 	0 	0.571 	0 	0.429 	0 	
0 	1 	0 	0 	0 	0.143 	0 	0.857 	0 	
0 	0 	0 	0.571 	0.143 	0 	1 	0.286 	0 	
